,id,shopName
0,22922472316413,汉慈医荣铭
1,23567373474273,汉慈医元海
2,22523080373118,汉慈医珀朵慈
3,23376455037413,汉慈医荣铭
4,22880891799413,汉慈医荣铭
5,22979172232413,汉慈医荣铭
6,22904740545413,汉慈医荣铭
7,22937201611413,汉慈医荣铭
8,23568739766273,汉慈医元海
9,22885025319413,汉慈医荣铭
10,23532869381273,汉慈医元海
11,22267030386642,UID:4163278642的小店
12,23061408194998,今减荣铭
13,22920681255413,汉慈医荣铭
14,23544905779273,汉慈医元海
15,23355912162413,汉慈医荣铭
16,22981217363413,汉慈医荣铭
17,21982191796433,贴力奇
18,22885019717413,汉慈医荣铭
19,22884930220413,汉慈医荣铭
20,23568768198273,汉慈医元海
21,22884902615413,汉慈医荣铭
22,23556412439273,汉慈医元海
23,22376999482153,快手用户1718100883665的小店
24,23562605861273,汉慈医元海
25,22885025366413,汉慈医荣铭
26,22882303900413,汉慈医荣铭
27,22960913063413,汉慈医荣铭
28,23554722124273,汉慈医元海
29,22873924205413,汉慈医荣铭
30,22798843000413,汉慈医荣铭
31,23216278032174,医方硕美炎康
32,22913517762413,汉慈医荣铭
33,22929978690413,汉慈医荣铭
34,23544877830273,汉慈医元海
35,23562588307273,汉慈医元海
36,23299638691413,汉慈医荣铭
